transaction_id,date,customer_id,product,category,quantity,unit_price,total_amount,discount,location,payment_method
TX-1096,2025-01-19,CUST_022,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Chennai,Debit Card
TX-1097,2025-01-20,CUST_066,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Hyderabad,Debit Card
TX-1098,2025-01-20,CUST_008,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Net Banking
TX-1099,2025-01-20,CUST_047,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Mumbai,Credit Card
TX-1099,2025-01-20,CUST_047,Noise-Cancelling Headphones,Audio,1,19999.0,19999.0,0.0,Mumbai,Credit Card
TX-1100,2025-01-20,CUST_023,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Debit Card
TX-1100,2025-01-20,CUST_023,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Delhi NCR,Debit Card
TX-1100,2025-01-20,CUST_023,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Delhi NCR,Debit Card
TX-1101,2025-01-20,CUST_063,Mechanical Keyboard,Accessories,2,9999.0,19498.0,500.0,Chennai,UPI
TX-1102,2025-01-20,CUST_050,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Pune,Cash on Delivery
TX-1103,2025-01-20,CUST_014,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Hyderabad,Net Banking
TX-1103,2025-01-20,CUST_014,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Hyderabad,Net Banking
TX-1104,2025-01-21,CUST_026,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,Debit Card
TX-1104,2025-01-21,CUST_026,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Pune,Debit Card
TX-1104,2025-01-21,CUST_026,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Pune,Debit Card
TX-1105,2025-01-21,CUST_072,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,Net Banking
TX-1105,2025-01-21,CUST_072,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Pune,Net Banking
TX-1105,2025-01-21,CUST_072,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Pune,Net Banking
TX-1106,2025-01-21,CUST_025,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,UPI
TX-1106,2025-01-21,CUST_025,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Mumbai,UPI
TX-1106,2025-01-21,CUST_025,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Mumbai,UPI
TX-1107,2025-01-21,CUST_051,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Net Banking
TX-1107,2025-01-21,CUST_051,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Net Banking
TX-1107,2025-01-21,CUST_051,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Bengaluru,Net Banking
TX-1108,2025-01-21,CUST_015,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,UPI
TX-1108,2025-01-21,CUST_015,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,UPI
TX-1109,2025-01-21,CUST_029,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,UPI
TX-1109,2025-01-21,CUST_029,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Pune,UPI
TX-1109,2025-01-21,CUST_029,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Pune,UPI
TX-1110,2025-01-21,CUST_068,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Pune,Credit Card
TX-1111,2025-01-22,CUST_029,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Hyderabad,Debit Card
TX-1112,2025-01-22,CUST_011,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,Credit Card
TX-1112,2025-01-22,CUST_011,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Pune,Credit Card
TX-1112,2025-01-22,CUST_011,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Pune,Credit Card
TX-1113,2025-01-22,CUST_046,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Bengaluru,Debit Card
TX-1113,2025-01-22,CUST_046,Ceramic Coffee Mug,Dining,1,699.0,699.0,0.0,Bengaluru,Debit Card
TX-1114,2025-01-22,CUST_072,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,UPI
TX-1114,2025-01-22,CUST_072,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,UPI
TX-1115,2025-01-22,CUST_051,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,UPI
TX-1116,2025-01-22,CUST_063,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,Net Banking
TX-1116,2025-01-22,CUST_063,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Pune,Net Banking
TX-1116,2025-01-22,CUST_063,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Pune,Net Banking
TX-1117,2025-01-23,CUST_074,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Hyderabad,UPI
TX-1117,2025-01-23,CUST_074,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Hyderabad,UPI
TX-1117,2025-01-23,CUST_074,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Hyderabad,UPI
TX-1118,2025-01-23,CUST_025,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Delhi NCR,Net Banking
TX-1119,2025-01-24,CUST_071,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Hyderabad,Cash on Delivery
TX-1120,2025-01-24,CUST_063,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,UPI
TX-1120,2025-01-24,CUST_063,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,UPI
TX-1120,2025-01-24,CUST_063,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Chennai,UPI
TX-1121,2025-01-25,CUST_056,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Cash on Delivery
TX-1121,2025-01-25,CUST_056,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Cash on Delivery
TX-1121,2025-01-25,CUST_056,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Bengaluru,Cash on Delivery
TX-1122,2025-01-25,CUST_019,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Delhi NCR,UPI
TX-1123,2025-01-25,CUST_004,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Mumbai,Cash on Delivery
TX-1123,2025-01-25,CUST_004,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Mumbai,Cash on Delivery
TX-1124,2025-01-25,CUST_074,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Credit Card
TX-1124,2025-01-25,CUST_074,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Credit Card
TX-1124,2025-01-25,CUST_074,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Bengaluru,Credit Card
TX-1125,2025-01-26,CUST_007,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,UPI
TX-1125,2025-01-26,CUST_007,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,UPI
TX-1125,2025-01-26,CUST_007,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Chennai,UPI
TX-1126,2025-01-26,CUST_072,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Pune,UPI
TX-1127,2025-01-26,CUST_046,Noise-Cancelling Headphones,Audio,2,19999.0,39498.0,500.0,Bengaluru,Debit Card
TX-1127,2025-01-26,CUST_046,Mechanical Keyboard,Accessories,1,9999.0,9999.0,0.0,Bengaluru,Debit Card
TX-1128,2025-01-27,CUST_036,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Debit Card
TX-1129,2025-01-27,CUST_020,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Cash on Delivery
TX-1129,2025-01-27,CUST_020,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,Cash on Delivery
TX-1129,2025-01-27,CUST_020,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Chennai,Cash on Delivery
TX-1130,2025-01-27,CUST_044,Mechanical Keyboard,Accessories,2,9999.0,19498.0,500.0,Bengaluru,Debit Card
TX-1130,2025-01-27,CUST_044,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Bengaluru,Debit Card
TX-1131,2025-01-27,CUST_009,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Cash on Delivery
TX-1131,2025-01-27,CUST_009,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,Cash on Delivery
TX-1131,2025-01-27,CUST_009,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Delhi NCR,Cash on Delivery
TX-1132,2025-01-28,CUST_004,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,Credit Card
TX-1132,2025-01-28,CUST_004,Mechanical Keyboard,Accessories,1,9999.0,9999.0,0.0,Delhi NCR,Credit Card
TX-1133,2025-01-28,CUST_037,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Mumbai,Credit Card
TX-1134,2025-01-28,CUST_053,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,Cash on Delivery
TX-1135,2025-01-28,CUST_026,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Chennai,Cash on Delivery
TX-1136,2025-01-28,CUST_022,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,UPI
TX-1136,2025-01-28,CUST_022,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Chennai,UPI
TX-1136,2025-01-28,CUST_022,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Chennai,UPI
TX-1137,2025-01-28,CUST_062,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Cash on Delivery
TX-1137,2025-01-28,CUST_062,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Bengaluru,Cash on Delivery
TX-1137,2025-01-28,CUST_062,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Bengaluru,Cash on Delivery
TX-1138,2025-01-28,CUST_073,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,UPI
TX-1138,2025-01-28,CUST_073,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Mumbai,UPI
TX-1139,2025-01-29,CUST_025,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Net Banking
TX-1139,2025-01-29,CUST_025,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Net Banking
TX-1139,2025-01-29,CUST_025,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,Net Banking
TX-1140,2025-01-29,CUST_012,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Cash on Delivery
TX-1140,2025-01-29,CUST_012,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Cash on Delivery
TX-1141,2025-01-29,CUST_017,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,UPI
TX-1141,2025-01-29,CUST_017,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,UPI
TX-1141,2025-01-29,CUST_017,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Delhi NCR,UPI
TX-1142,2025-01-30,CUST_008,Ceramic Coffee Mug,Dining,1,699.0,699.0,0.0,Chennai,UPI
TX-1142,2025-01-30,CUST_008,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,UPI
TX-1143,2025-01-30,CUST_026,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,UPI
TX-1143,2025-01-30,CUST_026,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Delhi NCR,UPI
TX-1143,2025-01-30,CUST_026,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Delhi NCR,UPI
TX-1144,2025-01-30,CUST_014,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,UPI
TX-1144,2025-01-30,CUST_014,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Chennai,UPI
TX-1144,2025-01-30,CUST_014,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Chennai,UPI
TX-1145,2025-01-30,CUST_039,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Credit Card
TX-1145,2025-01-30,CUST_039,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Credit Card
TX-1146,2025-01-31,CUST_024,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1146,2025-01-31,CUST_024,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Debit Card
TX-1146,2025-01-31,CUST_024,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Bengaluru,Debit Card
TX-1147,2025-01-31,CUST_040,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Debit Card
TX-1147,2025-01-31,CUST_040,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,Debit Card
TX-1148,2025-01-31,CUST_025,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Credit Card
TX-1148,2025-01-31,CUST_025,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,Credit Card
TX-1148,2025-01-31,CUST_025,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Chennai,Credit Card
TX-1149,2025-01-31,CUST_066,Noise-Cancelling Headphones,Audio,1,19999.0,19999.0,0.0,Bengaluru,Credit Card
TX-1150,2025-01-31,CUST_062,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Debit Card
TX-1150,2025-01-31,CUST_062,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,Debit Card
TX-1151,2025-01-31,CUST_010,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,UPI
TX-1151,2025-01-31,CUST_010,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Pune,UPI
TX-1151,2025-01-31,CUST_010,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Pune,UPI
TX-1152,2025-01-31,CUST_049,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Cash on Delivery
TX-1152,2025-01-31,CUST_049,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Cash on Delivery
TX-1152,2025-01-31,CUST_049,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Bengaluru,Cash on Delivery
TX-1153,2025-01-31,CUST_062,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,UPI
TX-1153,2025-01-31,CUST_062,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Chennai,UPI
TX-1154,2025-02-01,CUST_015,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Mumbai,UPI
TX-1154,2025-02-01,CUST_015,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,UPI
TX-1155,2025-02-01,CUST_063,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Pune,Net Banking
TX-1155,2025-02-01,CUST_063,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Pune,Net Banking
TX-1156,2025-02-02,CUST_074,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Credit Card
TX-1156,2025-02-02,CUST_074,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Credit Card
TX-1156,2025-02-02,CUST_074,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Bengaluru,Credit Card
TX-1157,2025-02-02,CUST_006,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Cash on Delivery
TX-1157,2025-02-02,CUST_006,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,Cash on Delivery
TX-1157,2025-02-02,CUST_006,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Chennai,Cash on Delivery
TX-1158,2025-02-02,CUST_020,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,UPI
TX-1158,2025-02-02,CUST_020,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Delhi NCR,UPI
TX-1158,2025-02-02,CUST_020,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Delhi NCR,UPI
TX-1159,2025-02-02,CUST_062,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,Net Banking
TX-1159,2025-02-02,CUST_062,Ceramic Coffee Mug,Dining,2,699.0,898.0,500.0,Mumbai,Net Banking
TX-1160,2025-02-03,CUST_029,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Mumbai,Net Banking
TX-1160,2025-02-03,CUST_029,Mechanical Keyboard,Accessories,1,9999.0,9999.0,0.0,Mumbai,Net Banking
TX-1161,2025-02-03,CUST_038,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Cash on Delivery
TX-1161,2025-02-03,CUST_038,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Cash on Delivery
TX-1161,2025-02-03,CUST_038,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,Cash on Delivery
TX-1162,2025-02-03,CUST_048,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Debit Card
TX-1162,2025-02-03,CUST_048,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,Debit Card
TX-1163,2025-02-03,CUST_045,Mechanical Keyboard,Accessories,1,9999.0,9999.0,0.0,Pune,Cash on Delivery
TX-1164,2025-02-04,CUST_059,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,UPI
TX-1164,2025-02-04,CUST_059,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,UPI
TX-1164,2025-02-04,CUST_059,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,UPI
TX-1165,2025-02-04,CUST_063,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1165,2025-02-04,CUST_063,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Bengaluru,Debit Card
TX-1166,2025-02-04,CUST_031,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,Credit Card
TX-1167,2025-02-04,CUST_013,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,Net Banking
TX-1168,2025-02-04,CUST_063,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Hyderabad,Debit Card
TX-1168,2025-02-04,CUST_063,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Hyderabad,Debit Card
TX-1169,2025-02-05,CUST_020,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Hyderabad,Credit Card
TX-1169,2025-02-05,CUST_020,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Hyderabad,Credit Card
TX-1170,2025-02-05,CUST_050,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,Cash on Delivery
TX-1170,2025-02-05,CUST_050,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Pune,Cash on Delivery
TX-1171,2025-02-05,CUST_007,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Chennai,Net Banking
TX-1172,2025-02-05,CUST_013,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Mumbai,Cash on Delivery
TX-1172,2025-02-05,CUST_013,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Mumbai,Cash on Delivery
TX-1173,2025-02-05,CUST_021,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Net Banking
TX-1174,2025-02-06,CUST_061,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Bengaluru,UPI
TX-1174,2025-02-06,CUST_061,Ceramic Coffee Mug,Dining,1,699.0,699.0,0.0,Bengaluru,UPI
TX-1175,2025-02-06,CUST_046,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Debit Card
TX-1175,2025-02-06,CUST_046,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Delhi NCR,Debit Card
TX-1176,2025-02-06,CUST_053,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Hyderabad,Credit Card
TX-1176,2025-02-06,CUST_053,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Hyderabad,Credit Card
TX-1177,2025-02-07,CUST_071,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Mumbai,Debit Card
TX-1177,2025-02-07,CUST_071,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Mumbai,Debit Card
TX-1177,2025-02-07,CUST_071,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Mumbai,Debit Card
TX-1178,2025-02-07,CUST_060,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,Cash on Delivery
TX-1178,2025-02-07,CUST_060,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Pune,Cash on Delivery
TX-1179,2025-02-07,CUST_064,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,UPI
TX-1179,2025-02-07,CUST_064,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,UPI
TX-1179,2025-02-07,CUST_064,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Chennai,UPI
TX-1180,2025-02-07,CUST_038,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Bengaluru,Cash on Delivery
TX-1180,2025-02-07,CUST_038,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Bengaluru,Cash on Delivery
TX-1181,2025-02-07,CUST_046,Noise-Cancelling Headphones,Audio,2,19999.0,39498.0,500.0,Pune,Debit Card
TX-1181,2025-02-07,CUST_046,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Pune,Debit Card
TX-1182,2025-02-07,CUST_026,Noise-Cancelling Headphones,Audio,1,19999.0,19999.0,0.0,Pune,Credit Card
TX-1182,2025-02-07,CUST_026,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Pune,Credit Card
TX-1183,2025-02-07,CUST_006,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Mumbai,UPI
TX-1183,2025-02-07,CUST_006,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Mumbai,UPI
TX-1183,2025-02-07,CUST_006,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Mumbai,UPI
TX-1184,2025-02-08,CUST_062,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Hyderabad,Net Banking
TX-1184,2025-02-08,CUST_062,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Hyderabad,Net Banking
TX-1185,2025-02-08,CUST_004,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,Credit Card
TX-1186,2025-02-08,CUST_012,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,UPI
TX-1186,2025-02-08,CUST_012,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Chennai,UPI
TX-1187,2025-02-09,CUST_070,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Net Banking
TX-1187,2025-02-09,CUST_070,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Delhi NCR,Net Banking
TX-1188,2025-02-09,CUST_059,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1188,2025-02-09,CUST_059,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Debit Card
TX-1188,2025-02-09,CUST_059,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,Debit Card
TX-1189,2025-02-09,CUST_063,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Mumbai,Debit Card
TX-1189,2025-02-09,CUST_063,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Mumbai,Debit Card
TX-1190,2025-02-09,CUST_061,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Hyderabad,Cash on Delivery
TX-1190,2025-02-09,CUST_061,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Hyderabad,Cash on Delivery
TX-1190,2025-02-09,CUST_061,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Hyderabad,Cash on Delivery
TX-1191,2025-02-09,CUST_024,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,UPI
TX-1191,2025-02-09,CUST_024,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,UPI
TX-1191,2025-02-09,CUST_024,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Delhi NCR,UPI
TX-1192,2025-02-10,CUST_066,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Debit Card
TX-1192,2025-02-10,CUST_066,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,Debit Card
TX-1192,2025-02-10,CUST_066,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Delhi NCR,Debit Card
TX-1193,2025-02-10,CUST_012,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Cash on Delivery
TX-1193,2025-02-10,CUST_012,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Bengaluru,Cash on Delivery
TX-1194,2025-02-10,CUST_026,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Hyderabad,Credit Card
TX-1194,2025-02-10,CUST_026,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Hyderabad,Credit Card
TX-1195,2025-02-11,CUST_069,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,Cash on Delivery
TX-1195,2025-02-11,CUST_069,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Pune,Cash on Delivery
TX-1195,2025-02-11,CUST_069,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Pune,Cash on Delivery
TX-1196,2025-02-11,CUST_014,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,Debit Card
TX-1196,2025-02-11,CUST_014,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Mumbai,Debit Card
TX-1196,2025-02-11,CUST_014,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Mumbai,Debit Card
TX-1197,2025-02-11,CUST_028,Ceramic Coffee Mug,Dining,2,699.0,898.0,500.0,Delhi NCR,Net Banking
TX-1198,2025-02-11,CUST_074,Noise-Cancelling Headphones,Audio,2,19999.0,39498.0,500.0,Chennai,Credit Card
TX-1199,2025-02-11,CUST_037,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Debit Card
TX-1199,2025-02-11,CUST_037,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,Debit Card
